KANAL;typ;nazwa_dluga;Nazwa_krotka;Rozdzielczosc;USI;EPG_ID;typ_kanalu;male_logo;duze_logo;Lista_praw;ON_ID;TS_ID;S_ID;Type;IP;Port;Protocol;Service_Name;Content_Rights;
0;MOZAIKA;;;;;;;;;;;T01.00.84_E01.01.01;
134;Sport;Canal+ Sport 2;Canal+ Sport 2;HD;410;14253;IP;84A73E40632EFA006A8A16BF3760AAFA5994E3F6.png;D81EABD1C08941F60A21E0E5207E50B1AD4FB74A.png; 13 ;1;47;146;1;232.0.21.33;5500;0;;1;T01.00.84_E01.01.01;
144;Sport;Polsat Sport Premium 1;Polsat Sport Premium 1;HD;569;14317;IP;83160C204E7CD0668AB9FE63E7A9287B02DAA2D7.png;ABCA003067DDC50DE731F2D44027EAF94CB78F1B.png; ;1;513;612;1;232.0.21.221;5500;0;;1;T01.00.84_E01.01.01;
145;Sport;Polsat Sport Premium 2;Polsat Sport Premium 2;HD;570;14318;IP;83160C204E7CD0668AB9FE63E7A9287B02DAA2D7.png;83160C204E7CD0668AB9FE63E7A9287B02DAA2D7.png; ;1;516;615;1;232.0.21.26;5500;0;;1;T01.00.84_E01.01.01;
146;Sport;Polsat Sport Premium 3 PPV;Polsat Sport Premium 3 PPV;HD;571;14319;IP;73F5D151D3580D4AB39FDE222708813256DB6D84.png;73F5D151D3580D4AB39FDE222708813256DB6D84.png; ;1;514;613;1;232.0.21.222;5500;0;;1;T01.00.84_E01.01.01;
147;Sport;Polsat Sport Premium 4 PPV;Polsat Sport Premium 4 PPV;HD;572;14320;IP;12876A4691F3AD00030EAD5B844FF450006BCE4D.png;12876A4691F3AD00030EAD5B844FF450006BCE4D.png; ;1;515;614;1;232.0.21.225;5500;0;;1;T01.00.84_E01.01.01;
148;Sport;Polsat Sport Premium 5 PPV;Polsat Sport Premium 5 PPV;HD;573;14321;IP;FB5E85277FB60F075122A0E85347315008A2F36C.png;FB5E85277FB60F075122A0E85347315008A2F36C.png; ;1;517;616;1;232.0.21.27;5500;0;;1;T01.00.84_E01.01.01;
149;Sport;Polsat Sport Premium 6 PPV;Polsat Sport Premium 6 PPV;HD;574;14322;IP;7EE5D9200C4547FFFCFCE16A92D68E9B1B193B88.png;7EE5D9200C4547FFFCFCE16A92D68E9B1B193B88.png; ;1;518;617;1;232.0.21.29;5500;0;;1;T01.00.84_E01.01.01;
200;SERWIS INTERAKTYWNY;Netflix ;Netflix ;;;;;F29292D52A915A58F023992FCA58088C4381A0F5.png};F29292D52A915A58F023992FCA58088C4381A0F5.png;;;T01.00.84_E01.01.01;
221;Inne kana\u0142y;Promo VOD 2 ;Promo VOD 2 ;HD;302;14243;IP;361C9B0093EDF4944F4A3A467BDAFC49A828AD90.png;E373D5B55116C64D4B75A3A78CD89521657635B5.png; ;1;58;157;1;232.0.22.28;5500;0;;1;T01.00.84_E01.01.01;
222;Filmy i seriale;TVN Fabu\u0142a HD;TVN Fabu\u0142a HD;HD;460;14258;IP;B691933D4D5DFF8BAE23B2C93A0CC7460D180C34.png;FD7E2E453773936EDBB396629E64722024DF182C.png; 2 ;1;18;117;1;232.0.21.157;5500;0;;1;T01.00.84_E01.01.01;
223;Filmy i seriale;TVP Seriale;TVP Seriale;SD;399;14130;IP;4C13C756D928C97920B6B5EE631E979D6FD6DD76.png;9C4B1CB2EEEE94327186D97FEE65F62150A3FF33.png; 2 ;1;154;253;1;232.0.22.15;5500;0;;1;T01.00.84_E01.01.01;
224;Filmy i seriale;TVP Kultura;TVP Kultura;SD;100;14016;IP;3A9E15334377C836128DAA03D1506A50D5C86C26.png;7522D6576933FD68C5BFBC1771FCC319E3ADC625.png; 2 ;1;53;152;1;232.0.22.12;5500;0;;1;T01.00.84_E01.01.01;
225;Filmy i seriale;Stopklatka TV  HD;Stopklatka TV  HD;HD;489;14237;IP;6772C69E3EC189888146D2FEBB186E7F3569D1F6.png;2CF10E7CC812B7DAE1ED781A846DF3F6A18B92DB.png; 2 ;1;532;631;1;232.0.20.77;5500;1;;1;T01.00.84_E01.01.01;
226;Filmy i seriale;Kino Polska HD;Kino Polska HD;HD;435;15014;IP;019609E07C1FFEE2FA9C0ECA91430F839E2E6AE2.png;1D67778DA58AD18B50B93193306E4F27FEC1E762.png; ;1;525;624;1;232.0.18.55;5500;1;;1;T01.00.84_E01.01.01;
228;Filmy i seriale;13 Ulica HD;13 Ulica HD;HD;378;14281;IP;EA7C6E0C1A5C4B1693202E8143A478DA61EA1C06.png;9A999D9349846DA3273C70954544039EF7491B37.png; ;1;103;202;1;232.0.22.68;5500;0;;1;T01.00.84_E01.01.01;
229;Filmy i seriale;Comedy Central HD;Comedy Central HD;HD;309;14250;IP;97EFEB806D1C11C938B52FB4ADDF9645BFDD7094.png;97EFEB806D1C11C938B52FB4ADDF9645BFDD7094.png; ;1;322;421;1;232.0.22.113;5500;0;;1;T01.00.84_E01.01.01;
230;Filmy i seriale;Comedy Central Family HD;Comedy Central Family HD;SD;46;14097;IP;D9D1BB69082FEBA5AA1AD52741A96E4F2E92ECA9.png;D9D1BB69082FEBA5AA1AD52741A96E4F2E92ECA9.png; ;1;57;156;1;232.0.21.217;5500;0;;1;T01.00.84_E01.01.01;
231;Filmy i seriale;Ale Kino+ HD;Ale Kino+ HD;HD;415;14200;IP;5D0E5A7E9331749AA9E9DA21CB0114137BC438E6.png;E9DFE24762D99AF5734985F5FFA3274C5B884711.png; ;1;238;337;1;232.0.21.38;5500;0;;1;T01.00.84_E01.01.01;
232;Filmy i seriale;Paramount Channel HD;Paramount Channel HD;HD;325;14175;IP;247506C24AF37090382067409C97106EDC517777.png;850EB9A66B7120E2F29724860418193EA22D9E01.png; ;1;210;309;1;232.0.20.2;5500;1;;1;T01.00.84_E01.01.01;
233;Filmy i seriale;Kino TV  HD;Kino TV  HD;HD;432;14132;IP;BFE9FD914DE53008A67DD6FA9B119058A2109E7E.png;F6C8567FC80423CC7EFDECD822CA571A07DB8986.png; ;1;159;258;1;232.0.18.38;5500;1;;1;T01.00.84_E01.01.01;
234;Filmy i seriale;AMC HD;AMC HD;HD;438;14164;IP;B2CF71F44662B74B7ED3622E01D5626CBD4D9038.png;F4DA8FCA6E0C989EC81AA615442331E29F231314.png; ;1;52;151;1;232.0.18.1;5500;1;;1;T01.00.84_E01.01.01;
235;Filmy i seriale;TNT HD;TNT HD;HD;510;14219;IP;7C5407FD7C674E2E74C2A1BD72853FBD314E2E4E.png;7C5407FD7C674E2E74C2A1BD72853FBD314E2E4E.png; ;1;284;383;1;232.0.20.9;5500;1;;1;T01.00.84_E01.01.01;
236;Filmy i seriale;FOX HD;FOX HD;HD;16;14138;IP;B11A02C826ABB335C118A1990C4DC1003852F69F.png;6DC9C51A2010B5D5C77BE98227565B78C397E41C.png; ;1;20;119;1;232.0.20.6;5500;1;;1;T01.00.84_E01.01.01;
237;Filmy i seriale;FOX Comedy HD;FOX Comedy HD;HD;40;14166;IP;7ADC7282F4E57A862BB222EDF866CB1EE97F6B23.png;5FBB5444326807B293303A1E5AB13B92AEF3742C.png; ;1;51;150;1;232.0.20.8;5500;1;;1;T01.00.84_E01.01.01;
