KANAL;typ;nazwa_dluga;Nazwa_krotka;Rozdzielczosc;USI;EPG_ID;typ_kanalu;male_logo;duze_logo;Lista_praw;ON_ID;TS_ID;S_ID;Type;IP;Port;Protocol;Service_Name;Content_Rights;
0;MOZAIKA;;;;;;;;;;;T01.00.23_E01.00.26;
282;Premium;Canal+ Sport;Canal+ Sport;HD;409;14207;IP;canalplus_sport_x_96e9d7b17ded44302392e06b5.png;canalplus_sport_x_310e660cc85c270252bdfce7a.png;2660809;1;354;453;1;232.0.20.32;5500;0;Canal+ Sport IP;1;T01.00.23_E01.00.26;
283;Premium;Canal+ Sport 2;Canal+ Sport 2;HD;410;14253;IP;canalplus_sport_x_84a73e40632efa006a8a16bf3.png;canalplus_sport_x_d81eabd1c08941f60a21e0e52.png;2660809;1;47;146;1;232.0.20.33;5500;0;Canal+ Sport 2 IP;1;T01.00.23_E01.00.26;
284;Premium;Canal+ Discovery;Canal+ Discovery;HD;418;14254;IP;canalplus_discovery_x_7fb08f01b2cf5d016ebc44995.png;canalplus_discovery_x_209f4d71fd0bd993bb97d0f13.png;;1;239;338;1;232.0.20.46;5500;0;Canal+ Discovery IP;1;T01.00.23_E01.00.26;
288;Premium;FilmBox Extra HD;FilmBox Extra HD;HD;424;14151;IP;filmbox_extra_hd_x_2e5763d342bc9d9f75aa69975.png;filmbox_extra_hd_x_ff9e57c903dca49167b9c9a86.png;2660812;1;72;171;1;232.0.20.62;5500;0;FilmBox Extra HD IP;1;T01.00.23_E01.00.26;
289;Premium;FilmBox Premium;FilmBox Premium;SD;425;14152;IP;filmbox_premium_x_c8512b6e45b1269beb031ed54.png;filmbox_premium_x_f18298091b2225383304169ca.png;2660812;1;62;161;1;232.0.20.64;5500;0;FilmBox Premium IP;1;T01.00.23_E01.00.26;
290;Premium;FilmBox Family;FilmBox Family;SD;434;14153;IP;filmbox_family_x_39266b3a96ba0d0131e26b71f.png;filmbox_family_x_6d8a23f8f78f8a1e722b8ad89.png;2660812;1;67;166;1;232.0.20.83;5500;0;FilmBox Family IP;1;T01.00.23_E01.00.26;
291;Premium;FilmBox Action;FilmBox Action;SD;433;14198;IP;x_filmbox_action_da8932748050bec2d5561cce2.png;x_filmbox_action_056cabd0362c299897250840e.png;2660812;1;121;220;1;232.0.20.82;5500;0;FilmBox Action IP;1;T01.00.23_E01.00.26;
292;Premium;FightBox HD;FightBox HD;HD;264;14197;IP;fightbox_hd_x_bb92e4b401ef0465df56cec9f.png;fightboxhd_x_089217cfae2146dcda497b6ac.png;;1;93;192;1;232.0.6.77;5500;0;FightBox HD;1;T01.00.23_E01.00.26;
293;Premium;FilmBox Arthouse;FilmBox Arthouse;SD;345;14277;IP;filmbox_arthouse_x_6c980000aea093e4fd992a3f2.png;filmbox_arthouse_x_48f21fce748bf9a658cc25053.png;;1;227;326;1;232.0.6.19;5500;0;FilmBox Arthouse;1;T01.00.23_E01.00.26;
331;Lifestyle i rozrywka;TVN Style;TVN Style;SD;103;15016;IP;_f44dda808c4c8102ec6c577ac.tvn_style__small;_c58c55a3705ced85a4d7ffd64.tvn_style__big;2780757;1;140;239;1;232.0.12.4;5500;0;TVN Style;1;T01.00.23_E01.00.26;
332;Lifestyle i rozrywka;TVN Turbo;TVN Turbo;SD;80;15010;IP;_1a0958d4e7c72db55a079dcc0.tvn_turbo__small;_303f0caea2ece31de420f33a3.tvn_turbo__big;2780745;1;109;208;1;232.0.12.3;5500;0;TVN Turbo;1;T01.00.23_E01.00.26;
333;Lifestyle i rozrywka;TVN Style HD;TVN Style HD;HD;110;14176;IP;_e43849615694611c32c618ff7.tvn_style_hd__small;_d5a8c0264c80cee9cb2b35707.tvn_style_hd__big;;1;31;130;1;232.0.6.130;5500;0;TVN Style HD;1;T01.00.23_E01.00.26;
334;Lifestyle i rozrywka;TVN Turbo HD;TVN Turbo HD;HD;86;14178;IP;_007fb68143158b9434c15dc06.tvn_turbo_hd__small;_e0591498cab296167b93f85a8.tvn_turbo_hd__big;;1;32;131;1;232.0.6.131;5500;0;TVN Turbo HD;1;T01.00.23_E01.00.26;
335;Lifestyle i rozrywka;HGTV;HGTV;SD;17;15021;IP;home_garden_tv_x_6c0241f3383ef411dcaa23616.png;home_garden_tv_x_074d861519d4a5271d167a75e.png;2780757;1;21;120;1;232.0.12.5;5500;0;HGTV;1;T01.00.23_E01.00.26;
337;Lifestyle i rozrywka;TVP Rozrywka;TVP Rozrywka;SD;404;14193;IP;tvp_rozrywka_small_18386464ae423b7a3caa5ffb0.png;tvp_rozrywka_big_2de7825c10b37f7e480f3cbd4.png;;1;120;219;1;232.0.12.47;5500;0;TVP Rozrywka IP;1;T01.00.23_E01.00.26;
